x,y,z,r
-941.1906528948707,-490.25335597154015,-755.8478957772712,1303.4962544114844
-941.1906528948707,-490.20648097154015,-755.8783277772711,1303.4962544114844
-941.2159898948707,-490.20648097154015,-755.8467877772712,1303.4962544114844
0.05466522858,0.314132987912,0.12468055266,0.41687603553742686
0.0036830778600000502,0.269464823304,0.06081697922000001,0.5092920434156132
0.019286858090000025,0.328178704276,0.03779276893,0.4847980413275733
-0.02487626185999997,0.327642199096,0.08322925277999998,0.4859080414221975
0.246725858698,0.369841482158,0.257216337291,0.1931890181760896
0.192103689618,0.314005161478,0.179437527431,0.3022490284369447
-0.02112658098600001,0.17597437779399994,-0.070988643987,0.6546270615902511
-0.07040277821399998,0.14199727900599995,-0.11680373241300002,0.7297730686603247
0.314728292598,0.504290319058,0.357376272341,0.022139002082936614
-0.34494714628199996,-0.058761617422000034,-0.303147566619,1.1122991046500903
-0.08581912882000003,0.14660426083899997,-0.275970489603,0.8400829686523024
-0.6796295864799999,-0.282040005404,-1.075068003892,1.9226119282577319
-0.08553213344000005,0.23044226108799998,-0.20967886377599998,0.7559359717922476
0.33424740628,0.512286763725,0.370462970085,0.006985002960416985
0.369706808248,0.511347182835,0.335844976411,0.008951003793656766
0.366211326576,0.52691622727,0.318471551382,0.014862006298885845
0.341307505048,0.553873156335,0.316400171511,0.018051007650463476
0.319281922192,0.55535325909,0.340131793794,0.01495400633787771
0.322185460512,0.52351082174,0.368476030284,0.010044004256897415
-867.9429368306306,-597.2350146286938,-766.3907653439486,1303.495741881572
-0.20647922378399997,0.22668347108300002,-0.05814651078600003,0.732246964540572
-0.20244615782399994,0.276335360688,-0.09112972969599997,0.7261919648337885
-793.5294463061717,-522.3036599759986,-891.5923686411135,1303.4957725182867
0.23913017348,0.59562273,0.35586668688,0.03155999575980326
0.185132889107,0.54641827575,0.26422931729200005,0.14447898058873934
0.263018524163,0.65027543175,0.319812678828,0.013710998157879028
0.17686000678199998,0.6185776695,0.317153089592,0.08645398838460173
0.188401058698,0.6185770604999999,0.333104349288,0.06910599071536644
-0.02018840531999999,0.51275823991,0.14131481654000003,0.3653301589530391
0.0042547821960000065,0.573411323977,0.131690899338,0.33025114369036246
-908.0855659100139,-511.2748328188398,-781.9336493228163,1303.4963721477416
-824.7877773737728,-446.4467724527704,-904.3839943959129,1303.4957758096136
-824.7833143737728,-446.4467724527704,-904.3880643959128,1303.4957758096136
-824.7833143737728,-446.3998974527704,-904.4112323959129,1303.4957758096136
-824.8131833737727,-446.3998974527704,-904.3839943959129,1303.4957758096136
0.19683254876,0.69853608718,0.3672501098,0.012340006345380603
0.227569217784,0.699422632412,0.33706533332,0.009956005119498358
0.21366952967,0.745015042435,0.31970625785,0.013405006893016769
0.17491518174,0.74315381807,0.3550219677,0.01841000946664969
0.159333522456,0.7204643449079999,0.34912265188,0.0412040211876064
0.23448844964999999,0.637847637648,0.290991469082,0.05185400261494529
-783.1523162025348,-461.9387692462629,-933.1404703920563,1303.4958707379978
0.193978164875,0.65159348796,0.18782123101499998,0.14520500732254274
0.06412731669999996,0.600472936224,0.12098672551599998,0.2892520145866888
0.23316928736,0.652746489528,0.368988418468,0.009195999751767778
0.27743876664,0.654029255922,0.329113483607,0.005828999842654887
0.27622393192,0.661556391366,0.323099877421,0.007686999792500975
0.24800679328,0.696873847344,0.317398811464,0.01640799955709062
0.22373113864,0.696922994022,0.341848140957,0.016278999560572837
0.22719387528,0.660315674694,0.367820226189,0.010982999703530366
0.243417255803,0.70005394377,0.321514364749,0.009096996712298114
0.234638163993,0.67682437587,0.24484330751899996,0.07790697184401559
0.273003617317,0.74196899703,0.271234128211,0.01378299501875398
0.22233608581699998,0.71783341203,0.212009463711,0.09528296556424118
0.227217525137,0.74596141083,0.309580691271,0.011962995676511191
0.216988971241,0.71898597219,0.307008318703,0.029058989497930197
0.25930328352,0.697346322508,0.316917907584,0.016371999311598308
0.23997549512,0.747879763273,0.324013040304,0.006006999747420654
0.2307042308,0.747968709445,0.33297454136,0.005754999758016624
0.22609775032,0.698544625103,0.35220088014400003,0.012976999454349575
-644.659959652379,-477.0384138024492,-1026.8030555696894,1303.495724795348
-644.645560652379,-477.0384138024492,-1026.8120985696894,1303.495724795348
-644.645560652379,-476.9915388024492,-1026.8338975696893,1303.495724795348
0.17009024792600003,0.5392228004240001,0.02820283776400001,0.31936598034829156
-755.1984091348588,-544.0654715915604,-911.6301275759303,1303.496263601778
0.2916000708,0.5573319304,0.367958998,0.011149996956495612
0.320530193456,0.556836908128,0.33815357735999996,0.012217996664974284
